when,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,dist,cue,cuePos,trialNum,subj,phase,bias,sex,hand,age,acc,err
946185,Left,7,Left,500,3,-3,None,Incongruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
954980,Right,8,Right,632,39,34,None,Incongruent,y,8,1,RT_9-1,experiment,rt,Male,Right,21,1,0
965606,Right,7,Right,566,-43,-44,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
974668,Left,4,Left,531,31,30,Sound_1,Incongruent,y,4,1,RT_9-1,experiment,rt,Male,Right,21,1,0
982397,Right,6,Right,499,-3,-2,None,None,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
991491,Right,5,Right,699,-34,-34,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1001552,Right,8,Right,599,35,32,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1011679,Right,2,Right,533,-38,-37,None,None,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1019175,Right,2,Right,431,-1,-1,Sound_1,None,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1026737,Right,1,Right,432,-40,-40,Sound_1,None,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1036098,Left,7,Left,499,32,29,None,Congruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1043562,Right,7,Right,632,0,1,None,Incongruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1051190,Left,4,Left,800,-44,-43,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1058486,Left,3,Left,533,0,-4,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1066016,Right,4,Left,532,-40,-40,None,Congruent,y,4,1,RT_9-1,experiment,rt,Male,Right,21,0,1
1073412,Right,1,Right,466,8,3,None,Incongruent,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1080875,Right,1,Right,532,-43,-40,None,Congruent,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1090369,Left,8,Left,632,33,28,None,Incongruent,y,8,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1097998,Left,6,Left,699,-4,-1,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1106525,Right,4,Right,499,41,41,Sound_1,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1116018,Left,2,Left,532,-35,-36,None,Congruent,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1123480,Right,3,Right,465,3,0,None,None,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1132074,Right,7,Right,598,31,31,Sound_1,Incongruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1143068,Left,3,Left,632,-43,-45,Sound_1,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1153195,Right,2,Right,499,37,38,None,Incongruent,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1160757,Right,8,Right,531,-1,0,Sound_1,None,y,8,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1169484,Left,5,Left,766,30,29,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1178712,Right,7,Left,499,-51,-50,None,Congruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,0,1
1186107,Right,3,Right,566,1,1,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1193169,Right,1,Right,499,33,33,None,None,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1202697,Left,4,Left,630,-34,-41,Sound_1,Congruent,y,4,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1210459,Left,6,Left,631,0,-2,Sound_1,Incongruent,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1218620,Right,1,Right,497,31,32,Sound_1,Incongruent,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1230078,Right,2,Right,633,-39,-38,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1237175,Right,2,Right,632,2,-1,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1244304,Left,8,Left,732,-48,-47,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1256062,Right,3,Right,499,44,42,None,Congruent,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1265557,Right,8,Right,465,-46,-45,Sound_1,Incongruent,y,8,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1273020,Right,5,Right,732,0,-3,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1281149,Left,3,Left,799,36,36,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1288478,Left,3,Left,664,-5,-3,Sound_1,Incongruent,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1296140,Right,2,Right,465,-34,-32,Sound_1,Incongruent,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1303536,Left,8,Left,632,2,-1,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1311165,Right,8,Right,566,-37,-38,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1318228,Left,6,Left,565,-1,-4,None,Congruent,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1326656,Right,5,Right,499,34,36,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1334118,Left,8,Left,532,-7,-6,None,None,y,8,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1343080,Right,3,Right,464,34,36,Sound_1,None,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1350575,Left,7,Left,431,-2,0,Sound_1,None,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1358004,Left,6,Left,567,-41,-41,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1367899,Left,4,Left,833,34,31,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1377659,Left,6,Left,532,-43,-42,Sound_1,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1385188,Left,8,Left,671,0,-3,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1393151,Left,3,Left,498,36,33,Sound_1,Congruent,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1400746,Right,7,Right,699,-9,-2,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1407909,Right,4,Right,436,-36,-37,Sound_1,None,y,4,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1418370,Left,6,Left,432,37,36,None,None,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1425766,Left,2,Left,702,-3,-3,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1432962,Right,6,Right,599,36,35,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1441557,Left,1,Left,699,-2,-3,None,Incongruent,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1449253,Left,1,Left,700,-41,-36,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1460214,Left,1,Left,571,37,37,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1469807,Right,4,Right,636,-49,-48,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1478936,Left,1,Left,537,40,38,None,Congruent,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1488464,Right,5,Right,470,-54,-48,None,None,y,5,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1496827,Left,2,Left,599,0,-4,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1504457,Right,5,Right,499,-40,-37,Sound_1,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1511953,Left,1,Left,769,0,-1,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1519216,Left,7,Left,531,-41,-41,Sound_1,Congruent,y,7,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1526745,Left,7,Left,502,3,-1,Sound_1,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1534240,Left,2,Left,666,-35,-35,None,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1541469,Right,4,Right,505,3,1,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1548964,Left,1,Left,532,-35,-36,None,None,y,1,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1556459,Left,5,Left,633,-1,-2,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1564055,Left,4,Left,567,-37,-36,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1571884,Left,2,Left,600,2,0,None,None,y,2,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1582111,Right,2,Right,466,32,34,Sound_1,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1591639,Right,3,Right,498,-48,-48,Sound_1,Congruent,y,3,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1601134,Right,6,Right,604,32,32,None,Congruent,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1610662,Right,6,Right,599,-36,-41,None,Incongruent,y,6,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1618291,Right,1,Right,638,8,3,None,Congruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1625421,Left,2,Left,666,34,31,None,None,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1634717,Right,8,Right,699,-4,-2,Sound_1,Incongruent,n,NA,1,RT_9-1,experiment,rt,Male,Right,21,1,0
1064,Left,1,Left,799,-1,0,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
9758,Right,5,Right,633,-41,-30,None,None,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
17420,Left,8,Left,631,7,2,Sound_1,Congruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
25648,Left,7,Left,665,-42,-39,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
33478,Right,1,Right,498,2,-1,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
41437,Right,8,Right,533,51,48,Sound_1,Congruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
48968,Right,7,Left,463,-7,-3,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
56927,Right,1,Right,601,-37,-31,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
63989,Left,6,Left,767,5,0,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
71917,Right,5,Right,534,56,57,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
79448,Left,4,Left,598,-5,-5,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
87842,Right,8,Right,498,-44,-42,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
95437,Left,1,Left,597,11,7,Sound_1,None,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
102997,Right,4,Right,533,37,42,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
110526,Left,1,Left,500,-5,-5,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
120421,Left,4,Left,663,-46,-48,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
128080,Right,2,Right,468,9,7,Sound_1,None,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
135512,Right,7,Right,763,41,45,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
144205,Left,2,Left,730,10,7,None,None,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
151898,Left,5,Left,499,-37,-36,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
164656,Right,3,Right,668,43,46,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
171918,Right,8,Right,633,-3,1,None,Congruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
180382,Right,2,Right,469,-44,-33,None,None,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
189806,Left,2,Left,799,55,25,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
198600,Right,1,Right,465,-6,-2,Sound_1,Congruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
206064,Right,1,Right,599,-30,-28,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
213660,Right,6,Right,597,1,0,Sound_1,Incongruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
221454,Right,4,Right,565,47,46,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
230513,Left,3,Left,532,-45,-46,Sound_1,None,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
238043,Left,7,Left,529,9,0,Sound_1,None,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
246303,Left,4,Left,599,-50,-44,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
255398,Left,5,Left,632,46,49,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
266290,Left,7,Left,468,-56,-54,None,None,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
274220,Left,8,Left,763,7,-2,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
295071,Left,1,Left,637,-41,-49,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
306330,Right,1,Right,567,47,46,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
314793,Left,5,Left,631,8,5,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
322153,Left,1,Left,533,-53,-54,Sound_1,Congruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
336179,Left,6,Left,597,55,55,Sound_1,Congruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
343938,Left,6,Left,632,-1,0,Sound_1,Incongruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
370656,Left,6,Left,731,52,49,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
379915,Right,6,Left,465,-37,-36,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
389344,Right,8,Right,664,51,49,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
397170,Right,5,Right,598,-2,-3,Sound_1,None,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
404835,Left,8,Left,565,-46,-47,None,Congruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
413460,Right,7,Right,698,-4,-1,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
420655,Left,5,Left,534,50,50,Sound_1,None,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
430183,Left,6,Left,732,-37,-37,None,Incongruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
448071,Right,7,Right,699,54,55,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
456365,Right,8,Right,634,-4,-2,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
463496,Right,1,Right,630,42,46,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
473054,Right,7,Right,666,-58,-57,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
480884,Left,5,Left,498,4,4,None,None,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
488944,Left,6,Left,833,59,35,None,None,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
503668,Right,2,Right,600,-46,-46,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
511631,Left,3,Left,662,1,-5,Sound_1,Incongruent,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
519260,Right,6,Right,763,39,34,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
526454,Left,7,Left,699,-3,-2,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
533615,Right,7,Right,532,-44,-41,None,Congruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
543143,Left,5,Left,766,31,31,None,Incongruent,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
551239,Right,6,Right,630,-6,-2,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
558365,Left,8,Left,631,46,52,Sound_1,None,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
566260,Left,8,Left,698,-6,-3,None,None,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
577352,Left,2,Left,699,-36,-39,None,Congruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
585080,Right,3,Right,734,2,-2,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
592311,Right,8,Right,563,57,58,None,Incongruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
605868,Right,4,Right,732,-50,-49,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
615595,Right,5,Right,599,43,46,None,Incongruent,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
625189,Left,2,Right,531,-42,-41,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
636381,Right,8,Right,668,56,56,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
644476,Right,4,Right,598,1,-1,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
654235,Left,8,Left,665,58,56,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
666394,Left,6,Left,531,-52,-54,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
677686,Left,6,Left,631,51,52,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
685513,Right,5,Right,700,0,-2,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
699470,Left,5,Left,599,-37,-38,None,Congruent,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
707532,Right,1,Right,499,7,4,None,Incongruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
715028,Left,8,Left,564,37,27,None,Incongruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
724588,Right,5,Right,631,-43,-41,Sound_1,Incongruent,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
732417,Right,2,Right,532,1,-2,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
744009,Right,3,Right,399,-39,-38,None,Incongruent,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
756267,Right,2,Right,565,31,30,None,Incongruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
791677,Left,7,Left,464,-47,-51,Sound_1,Congruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
804868,Left,3,Left,799,49,48,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
814628,Left,2,Right,765,-55,-54,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
821856,Right,2,Right,466,6,5,None,Congruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
840645,Right,2,Right,631,45,42,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
847807,Left,6,Left,531,-6,-4,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
856000,Left,1,Left,631,54,47,Sound_1,Incongruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
865594,Right,6,Right,699,-50,-50,None,Incongruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
900970,Left,4,Left,833,44,48,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
908799,Right,5,Left,699,-2,-1,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
916361,Right,3,None,1001,46,35,None,Congruent,y,3,1,RT_3-1,experiment,rt,Female,Right,20,0,1
931350,Left,7,Left,700,-37,-38,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
944844,Left,7,Right,764,44,38,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
952038,Right,8,Right,531,-12,0,Sound_1,None,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
961765,Left,7,Left,465,44,38,None,Congruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
969859,Left,8,Left,566,-4,-9,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
981685,Left,3,Left,532,38,34,None,None,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
990513,Right,3,Right,730,8,5,Sound_1,Incongruent,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1002538,Left,3,Left,702,-38,-39,None,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1013497,Left,1,Left,532,48,44,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1027721,Left,6,Left,465,-58,-59,Sound_1,None,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1043846,Left,2,Left,665,38,36,None,Incongruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1054540,Right,8,Left,697,-56,-54,Sound_1,Incongruent,y,8,1,RT_3-1,experiment,rt,Female,Right,20,0,1
1064767,Right,4,Right,697,37,32,Sound_1,Incongruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1074461,Left,8,Left,566,-50,-50,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1087122,Right,3,Right,464,30,27,Sound_1,None,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1095816,Right,4,Right,602,-6,-1,None,Incongruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1104911,Right,4,Right,531,-33,-33,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1114439,Right,7,Right,632,53,49,Sound_1,Incongruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1124733,Right,7,Right,565,-42,-38,Sound_1,None,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1132295,Left,3,Left,566,7,0,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1142955,Right,1,Right,533,-30,-24,None,Congruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1151119,Left,7,Left,597,6,4,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1161111,Right,3,Right,732,45,60,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1171904,Right,4,Right,498,-57,-60,None,Congruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1179432,Right,1,Right,699,1,2,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1188960,Left,3,Left,665,58,53,Sound_1,Congruent,y,3,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1196590,Left,3,Left,699,0,0,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1207815,Right,7,Right,698,-51,-48,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1221740,Right,4,Right,532,41,43,None,None,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1229268,Right,4,Right,666,-3,-2,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1236431,Right,1,Right,499,47,45,None,None,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1248958,Left,5,Left,564,-44,-43,Sound_1,Incongruent,y,5,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1260249,Right,7,Right,533,39,23,None,None,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1269078,Right,8,Right,698,0,7,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1276773,Left,4,Left,833,42,43,None,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1289632,Right,4,Right,565,4,5,Sound_1,Congruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1298027,Right,8,Right,532,-57,-59,None,None,y,8,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1306022,Left,1,Left,532,11,0,None,Incongruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1313851,Left,2,Left,564,-58,-56,Sound_1,Incongruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1327143,Left,3,Left,732,42,32,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1336903,Right,6,Left,599,0,8,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,0,1
1346931,Left,4,Left,565,-44,-44,Sound_1,Congruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1356461,Left,1,Left,603,41,36,None,Congruent,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1366054,Right,2,Right,534,-34,-30,Sound_1,Incongruent,y,2,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1375582,Right,2,Right,563,32,33,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1385442,Right,6,Right,698,-56,-50,None,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1396601,Right,6,Right,797,40,40,None,Congruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1407293,Right,6,Right,599,-48,-44,Sound_1,Congruent,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1418521,Left,7,Left,601,38,31,Sound_1,None,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1426149,Left,7,Left,598,-1,3,None,Incongruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1433711,Left,7,Left,664,45,31,Sound_1,Incongruent,y,7,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1443372,Right,2,Right,533,-47,-45,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1452367,Right,6,Right,631,-8,-8,None,None,y,6,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1459962,Left,3,Left,632,-31,-31,Sound_1,Congruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1470088,Left,4,Left,566,40,38,None,Congruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1480149,Left,1,Left,599,-30,-28,None,None,y,1,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1489678,Left,4,Left,597,39,39,Sound_1,Incongruent,y,4,1,RT_3-1,experiment,rt,Female,Right,20,1,0
1497272,Left,2,Left,600,-8,-1,Sound_1,Incongruent,n,NA,1,RT_3-1,experiment,rt,Female,Right,20,1,0
